STATISTIC,Statistic Label,TLIST(A1),Year,C02064V02491,Product Type,UNIT,VALUE
ABA02C10,Consumption per Person of Dairy Products (Kg),2006,2006,3,Cheese,Kg,7
ABA02C10,Consumption per Person of Dairy Products (Kg),2006,2006,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2006,2006,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2006,2006,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2006,2006,11,Drinking Milk & Buttermilk,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2007,2007,3,Cheese,Kg,7
ABA02C10,Consumption per Person of Dairy Products (Kg),2007,2007,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2007,2007,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2007,2007,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2007,2007,11,Drinking Milk & Buttermilk,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2008,2008,3,Cheese,Kg,6
ABA02C10,Consumption per Person of Dairy Products (Kg),2008,2008,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2008,2008,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2008,2008,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2008,2008,11,Drinking Milk & Buttermilk,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2009,2009,3,Cheese,Kg,6
ABA02C10,Consumption per Person of Dairy Products (Kg),2009,2009,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2009,2009,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2009,2009,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2009,2009,11,Drinking Milk & Buttermilk,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2010,2010,3,Cheese,Kg,7
ABA02C10,Consumption per Person of Dairy Products (Kg),2010,2010,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2010,2010,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2010,2010,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2010,2010,11,Drinking Milk & Buttermilk,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2011,2011,3,Cheese,Kg,7
ABA02C10,Consumption per Person of Dairy Products (Kg),2011,2011,4,Butter,Kg,3
ABA02C10,Consumption per Person of Dairy Products (Kg),2011,2011,5,Cream,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2011,2011,6,Milk Powder,Kg,
ABA02C10,Consumption per Person of Dairy Products (Kg),2011,2011,11,Drinking Milk & Buttermilk,Kg,
ABA02C11,Self Sufficiency in Dairy Products,1992,1992,3,Cheese,%,552
ABA02C11,Self Sufficiency in Dairy Products,1992,1992,4,Butter,%,773
ABA02C11,Self Sufficiency in Dairy Products,1992,1992,5,Cream,%,90
ABA02C11,Self Sufficiency in Dairy Products,1992,1992,6,Milk Powder,%,1794
ABA02C11,Self Sufficiency in Dairy Products,1992,1992,11,Drinking Milk & Buttermilk,%,100
ABA02C11,Self Sufficiency in Dairy Products,1993,1993,3,Cheese,%,486
ABA02C11,Self Sufficiency in Dairy Products,1993,1993,4,Butter,%,754
ABA02C11,Self Sufficiency in Dairy Products,1993,1993,5,Cream,%,100
ABA02C11,Self Sufficiency in Dairy Products,1993,1993,6,Milk Powder,%,1472
ABA02C11,Self Sufficiency in Dairy Products,1993,1993,11,Drinking Milk & Buttermilk,%,100
ABA02C11,Self Sufficiency in Dairy Products,1994,1994,3,Cheese,%,483
ABA02C11,Self Sufficiency in Dairy Products,1994,1994,4,Butter,%,725
ABA02C11,Self Sufficiency in Dairy Products,1994,1994,5,Cream,%,78
ABA02C11,Self Sufficiency in Dairy Products,1994,1994,6,Milk Powder,%,1193
ABA02C11,Self Sufficiency in Dairy Products,1994,1994,11,Drinking Milk & Buttermilk,%,101
ABA02C11,Self Sufficiency in Dairy Products,1995,1995,3,Cheese,%,408
ABA02C11,Self Sufficiency in Dairy Products,1995,1995,4,Butter,%,804
ABA02C11,Self Sufficiency in Dairy Products,1995,1995,5,Cream,%,71
ABA02C11,Self Sufficiency in Dairy Products,1995,1995,6,Milk Powder,%,1003
ABA02C11,Self Sufficiency in Dairy Products,1995,1995,11,Drinking Milk & Buttermilk,%,101
ABA02C11,Self Sufficiency in Dairy Products,1996,1996,3,Cheese,%,435
ABA02C11,Self Sufficiency in Dairy Products,1996,1996,4,Butter,%,807
ABA02C11,Self Sufficiency in Dairy Products,1996,1996,5,Cream,%,69
ABA02C11,Self Sufficiency in Dairy Products,1996,1996,6,Milk Powder,%,1065
ABA02C11,Self Sufficiency in Dairy Products,1996,1996,11,Drinking Milk & Buttermilk,%,101
ABA02C11,Self Sufficiency in Dairy Products,1997,1997,3,Cheese,%,432
ABA02C11,Self Sufficiency in Dairy Products,1997,1997,4,Butter,%,805
ABA02C11,Self Sufficiency in Dairy Products,1997,1997,5,Cream,%,74
ABA02C11,Self Sufficiency in Dairy Products,1997,1997,6,Milk Powder,%,978
ABA02C11,Self Sufficiency in Dairy Products,1997,1997,11,Drinking Milk & Buttermilk,%,101
ABA02C11,Self Sufficiency in Dairy Products,1998,1998,3,Cheese,%,485
ABA02C11,Self Sufficiency in Dairy Products,1998,1998,4,Butter,%,769
ABA02C11,Self Sufficiency in Dairy Products,1998,1998,5,Cream,%,69
ABA02C11,Self Sufficiency in Dairy Products,1998,1998,6,Milk Powder,%,957
ABA02C11,Self Sufficiency in Dairy Products,1998,1998,11,Drinking Milk & Buttermilk,%,101
ABA02C11,Self Sufficiency in Dairy Products,1999,1999,3,Cheese,%,437
ABA02C11,Self Sufficiency in Dairy Products,1999,1999,4,Butter,%,900
ABA02C11,Self Sufficiency in Dairy Products,1999,1999,5,Cream,%,82
ABA02C11,Self Sufficiency in Dairy Products,1999,1999,6,Milk Powder,%,946
ABA02C11,Self Sufficiency in Dairy Products,1999,1999,11,Drinking Milk & Buttermilk,%,98
ABA02C11,Self Sufficiency in Dairy Products,2000,2000,3,Cheese,%,442
ABA02C11,Self Sufficiency in Dairy Products,2000,2000,4,Butter,%,911
ABA02C11,Self Sufficiency in Dairy Products,2000,2000,5,Cream,%,70
ABA02C11,Self Sufficiency in Dairy Products,2000,2000,6,Milk Powder,%,756
ABA02C11,Self Sufficiency in Dairy Products,2000,2000,11,Drinking Milk & Buttermilk,%,98
ABA02C11,Self Sufficiency in Dairy Products,2001,2001,3,Cheese,%,559
ABA02C11,Self Sufficiency in Dairy Products,2001,2001,4,Butter,%,869
ABA02C11,Self Sufficiency in Dairy Products,2001,2001,5,Cream,%,84
ABA02C11,Self Sufficiency in Dairy Products,2001,2001,6,Milk Powder,%,976
ABA02C11,Self Sufficiency in Dairy Products,2001,2001,11,Drinking Milk & Buttermilk,%,99
ABA02C11,Self Sufficiency in Dairy Products,2002,2002,3,Cheese,%,533
ABA02C11,Self Sufficiency in Dairy Products,2002,2002,4,Butter,%,955
ABA02C11,Self Sufficiency in Dairy Products,2002,2002,5,Cream,%,99
ABA02C11,Self Sufficiency in Dairy Products,2002,2002,6,Milk Powder,%,1266
ABA02C11,Self Sufficiency in Dairy Products,2002,2002,11,Drinking Milk & Buttermilk,%,98
ABA02C11,Self Sufficiency in Dairy Products,2003,2003,3,Cheese,%,447
ABA02C11,Self Sufficiency in Dairy Products,2003,2003,4,Butter,%,988
ABA02C11,Self Sufficiency in Dairy Products,2003,2003,5,Cream,%,100
ABA02C11,Self Sufficiency in Dairy Products,2003,2003,6,Milk Powder,%,1088
ABA02C11,Self Sufficiency in Dairy Products,2003,2003,11,Drinking Milk & Buttermilk,%,96
ABA02C11,Self Sufficiency in Dairy Products,2004,2004,3,Cheese,%,439
ABA02C11,Self Sufficiency in Dairy Products,2004,2004,4,Butter,%,1042
ABA02C11,Self Sufficiency in Dairy Products,2004,2004,5,Cream,%,84
ABA02C11,Self Sufficiency in Dairy Products,2004,2004,6,Milk Powder,%,0
ABA02C11,Self Sufficiency in Dairy Products,2004,2004,11,Drinking Milk & Buttermilk,%,97
ABA02C11,Self Sufficiency in Dairy Products,2005,2005,3,Cheese,%,349
ABA02C11,Self Sufficiency in Dairy Products,2005,2005,4,Butter,%,1071
ABA02C11,Self Sufficiency in Dairy Products,2005,2005,5,Cream,%,117
ABA02C11,Self Sufficiency in Dairy Products,2005,2005,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2005,2005,11,Drinking Milk & Buttermilk,%,100
ABA02C11,Self Sufficiency in Dairy Products,2006,2006,3,Cheese,%,482
ABA02C11,Self Sufficiency in Dairy Products,2006,2006,4,Butter,%,1035
ABA02C11,Self Sufficiency in Dairy Products,2006,2006,5,Cream,%,72
ABA02C11,Self Sufficiency in Dairy Products,2006,2006,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2006,2006,11,Drinking Milk & Buttermilk,%,94
ABA02C11,Self Sufficiency in Dairy Products,2007,2007,3,Cheese,%,455
ABA02C11,Self Sufficiency in Dairy Products,2007,2007,4,Butter,%,1059
ABA02C11,Self Sufficiency in Dairy Products,2007,2007,5,Cream,%,81
ABA02C11,Self Sufficiency in Dairy Products,2007,2007,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2007,2007,11,Drinking Milk & Buttermilk,%,93
ABA02C11,Self Sufficiency in Dairy Products,2008,2008,3,Cheese,%,646
ABA02C11,Self Sufficiency in Dairy Products,2008,2008,4,Butter,%,939
ABA02C11,Self Sufficiency in Dairy Products,2008,2008,5,Cream,%,81
ABA02C11,Self Sufficiency in Dairy Products,2008,2008,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2008,2008,11,Drinking Milk & Buttermilk,%,92
ABA02C11,Self Sufficiency in Dairy Products,2009,2009,3,Cheese,%,580
ABA02C11,Self Sufficiency in Dairy Products,2009,2009,4,Butter,%,915
ABA02C11,Self Sufficiency in Dairy Products,2009,2009,5,Cream,%,84
ABA02C11,Self Sufficiency in Dairy Products,2009,2009,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2009,2009,11,Drinking Milk & Buttermilk,%,88
ABA02C11,Self Sufficiency in Dairy Products,2010,2010,3,Cheese,%,526
ABA02C11,Self Sufficiency in Dairy Products,2010,2010,4,Butter,%,1003
ABA02C11,Self Sufficiency in Dairy Products,2010,2010,5,Cream,%,86
ABA02C11,Self Sufficiency in Dairy Products,2010,2010,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2010,2010,11,Drinking Milk & Buttermilk,%,87
ABA02C11,Self Sufficiency in Dairy Products,2011,2011,3,Cheese,%,587
ABA02C11,Self Sufficiency in Dairy Products,2011,2011,4,Butter,%,1082
ABA02C11,Self Sufficiency in Dairy Products,2011,2011,5,Cream,%,82
ABA02C11,Self Sufficiency in Dairy Products,2011,2011,6,Milk Powder,%,
ABA02C11,Self Sufficiency in Dairy Products,2011,2011,11,Drinking Milk & Buttermilk,%,87
