STATISTIC,STATISTIC Label,TLIST(A1),Year,C02069V02500,Type of Fertiliser,UNIT,VALUE
AJA05,Fertiliser Price,2018,2018,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,20,Compound 10-5-25,Euro per Tonne,379.82
AJA05,Fertiliser Price,2018,2018,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,22,Compound 15-3-20,Euro per Tonne,359.18
AJA05,Fertiliser Price,2018,2018,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,24,Compound 24-2.2-4.5,Euro per Tonne,324.13
AJA05,Fertiliser Price,2018,2018,26,Compound 19-0-15,Euro per Tonne,335.99
AJA05,Fertiliser Price,2018,2018,27,Compound 25-4-0,Euro per Tonne,339.57
AJA05,Fertiliser Price,2019,2019,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,280.11
AJA05,Fertiliser Price,2019,2019,2,Urea (46% N),Euro per Tonne,372.32
AJA05,Fertiliser Price,2019,2019,4,Granular Superphosphate (16% P),Euro per Tonne,398.63
AJA05,Fertiliser Price,2019,2019,6,Muriate of Potash (50% K),Euro per Tonne,388.32
AJA05,Fertiliser Price,2019,2019,7,Compound 0-10-20,Euro per Tonne,383.91
AJA05,Fertiliser Price,2019,2019,8,Compound 0-7-30,Euro per Tonne,386.91
AJA05,Fertiliser Price,2019,2019,9,Compound 7-6-17,Euro per Tonne,472.06
AJA05,Fertiliser Price,2019,2019,10,Compound 10-10-20,Euro per Tonne,415.14
AJA05,Fertiliser Price,2019,2019,11,Compound 14-7-14,Euro per Tonne,393.05
AJA05,Fertiliser Price,2019,2019,12,Compound 18-6-12,Euro per Tonne,381.47
AJA05,Fertiliser Price,2019,2019,13,Compound 24-2.5-10,Euro per Tonne,392.13
AJA05,Fertiliser Price,2019,2019,14,Compound 27-2.5-5,Euro per Tonne,383.22
AJA05,Fertiliser Price,2019,2019,15,Sulphate of Potash (42% K),Euro per Tonne,573.25
AJA05,Fertiliser Price,2019,2019,16,Compound 8-5-18,Euro per Tonne,400.5
AJA05,Fertiliser Price,2019,2019,17,Compound 20-4-10,Euro per Tonne,371.65
AJA05,Fertiliser Price,2019,2019,18,Sulphate of Ammonia (21%),Euro per Tonne,297.5
AJA05,Fertiliser Price,2019,2019,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,311.75
AJA05,Fertiliser Price,2019,2019,20,Compound 10-5-25,Euro per Tonne,392.95
AJA05,Fertiliser Price,2019,2019,21,Compound 13-6-20,Euro per Tonne,401.46
AJA05,Fertiliser Price,2019,2019,22,Compound 15-3-20,Euro per Tonne,381.37
AJA05,Fertiliser Price,2019,2019,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2019,2019,24,Compound 24-2.2-4.5,Euro per Tonne,347.57
AJA05,Fertiliser Price,2019,2019,26,Compound 19-0-15,Euro per Tonne,356.36
AJA05,Fertiliser Price,2019,2019,27,Compound 25-4-0,Euro per Tonne,360.19
AJA05,Fertiliser Price,2020,2020,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,240.17
AJA05,Fertiliser Price,2020,2020,2,Urea (46% N),Euro per Tonne,335.94
AJA05,Fertiliser Price,2020,2020,4,Granular Superphosphate (16% P),Euro per Tonne,366.56
AJA05,Fertiliser Price,2020,2020,6,Muriate of Potash (50% K),Euro per Tonne,363.3
AJA05,Fertiliser Price,2020,2020,7,Compound 0-10-20,Euro per Tonne,369.33
AJA05,Fertiliser Price,2020,2020,8,Compound 0-7-30,Euro per Tonne,371.53
AJA05,Fertiliser Price,2020,2020,9,Compound 7-6-17,Euro per Tonne,451.82
AJA05,Fertiliser Price,2020,2020,10,Compound 10-10-20,Euro per Tonne,372.72
AJA05,Fertiliser Price,2020,2020,11,Compound 14-7-14,Euro per Tonne,361.87
AJA05,Fertiliser Price,2020,2020,12,Compound 18-6-12,Euro per Tonne,344.27
AJA05,Fertiliser Price,2020,2020,13,Compound 24-2.5-10,Euro per Tonne,350.04
AJA05,Fertiliser Price,2020,2020,14,Compound 27-2.5-5,Euro per Tonne,340.85
AJA05,Fertiliser Price,2020,2020,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,17,Compound 20-4-10,Euro per Tonne,342.69
AJA05,Fertiliser Price,2020,2020,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,285.38
AJA05,Fertiliser Price,2020,2020,20,Compound 10-5-25,Euro per Tonne,357.24
AJA05,Fertiliser Price,2020,2020,21,Compound 13-6-20,Euro per Tonne,354.91
AJA05,Fertiliser Price,2020,2020,22,Compound 15-3-20,Euro per Tonne,358.08
AJA05,Fertiliser Price,2020,2020,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,24,Compound 24-2.2-4.5,Euro per Tonne,306.82
AJA05,Fertiliser Price,2020,2020,26,Compound 19-0-15,Euro per Tonne,323.18
AJA05,Fertiliser Price,2020,2020,27,Compound 25-4-0,Euro per Tonne,323.71
AJA05,Fertiliser Price,2021,2021,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,319.31
AJA05,Fertiliser Price,2021,2021,2,Urea (46% N),Euro per Tonne,442.36
AJA05,Fertiliser Price,2021,2021,4,Granular Superphosphate (16% P),Euro per Tonne,390.44
AJA05,Fertiliser Price,2021,2021,6,Muriate of Potash (50% K),Euro per Tonne,424.66
AJA05,Fertiliser Price,2021,2021,7,Compound 0-10-20,Euro per Tonne,427.25
AJA05,Fertiliser Price,2021,2021,8,Compound 0-7-30,Euro per Tonne,429.28
AJA05,Fertiliser Price,2021,2021,9,Compound 7-6-17,Euro per Tonne,528.29
AJA05,Fertiliser Price,2021,2021,10,Compound 10-10-20,Euro per Tonne,456.68
AJA05,Fertiliser Price,2021,2021,11,Compound 14-7-14,Euro per Tonne,468.15
AJA05,Fertiliser Price,2021,2021,12,Compound 18-6-12,Euro per Tonne,423.77
AJA05,Fertiliser Price,2021,2021,13,Compound 24-2.5-10,Euro per Tonne,425.58
AJA05,Fertiliser Price,2021,2021,14,Compound 27-2.5-5,Euro per Tonne,418.92
AJA05,Fertiliser Price,2021,2021,15,Sulphate of Potash (42% K),Euro per Tonne,600
AJA05,Fertiliser Price,2021,2021,16,Compound 8-5-18,Euro per Tonne,418.33
AJA05,Fertiliser Price,2021,2021,17,Compound 20-4-10,Euro per Tonne,430.45
AJA05,Fertiliser Price,2021,2021,18,Sulphate of Ammonia (21%),Euro per Tonne,350
AJA05,Fertiliser Price,2021,2021,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,352.5
AJA05,Fertiliser Price,2021,2021,20,Compound 10-5-25,Euro per Tonne,466.77
AJA05,Fertiliser Price,2021,2021,21,Compound 13-6-20,Euro per Tonne,475.47
AJA05,Fertiliser Price,2021,2021,22,Compound 15-3-20,Euro per Tonne,374.92
AJA05,Fertiliser Price,2021,2021,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2021,2021,24,Compound 24-2.2-4.5,Euro per Tonne,373.15
AJA05,Fertiliser Price,2021,2021,26,Compound 19-0-15,Euro per Tonne,401.61
AJA05,Fertiliser Price,2021,2021,27,Compound 25-4-0,Euro per Tonne,343.37
